"ROCode","RONo","RODate","MHCode","MHName","PCode","PName","JobTypeCode","JobTypeName","Caption","EditCentre","DoPubTel","SizeDur","TotSizeDur","GuarantedPos","Premium","StrPre","Rate","StrRate","Amt","NetAmt","Remarks","BillAmt","InvNo","PayAmt","RectNo","RcptAmt","MBAmt","RateCGST","AmtCGST","RateSGST","AmtSGST","RateIGST","AmtIGST","FinalAmt","HSNCode"
$31.00,$2039.00,20-6-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$0.00,"FIRST VENTURE HOLIDAYS, HOTEL AMARA",$4.00,"ADVERTISING IN WAVE CINEMA","HOTAL AMARA","WAVE CINEMA MORADABAD","30-6-2017 TO 27-7-2017","10 SEC.","10 SEC. X 3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$700.00,"FOR 10 SEC.",$8400.00,$6300.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1134.00,$7434.00,
$32.00,$2037.00,20-6-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$33.00,$2096.00,20-7-2017 0:00:00,$2.00,"AMAR UJALA",$9.00,"KHWAJA PUBLIC SCHOLL",$2.00,"RUNNING CLASSIFIED","REQUIRED TEACHER","MORADABAD","21-7-17, 22-7-17, 23-7-17","25 WORDS","25 WORDS","SAMANYA",$0.00,"",$894.00,"FOR 1 TIME",$1788.00,$1519.80,"RUNNING CLASSIFIED AD WITH 2+1 SCHEME.",$1877.40,$2429.00,$1596.00,"1614",$1614.00,$1595.79,$2.50,$38.00,$2.50,$38.00,$0.00,$0.00,$1595.79,
$34.00,$2032.00,20-6-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$35.00,$2097.00,21-7-2017 0:00:00,$2.00,"AMAR UJALA",$31.00,"DECHOME",$10.00,"ADVERTISING IN NEWS PAPER","DISPLAY - SUPPLEMENT","MORADABAD","22-7-2017","H=4.5CM. W-29CM.","130.5 SQCM.","GOOD",$0.00,"",$8000.00,"",$8000.00,$6800.00,"",$7560.00,$2450.00,$7140.00,"1616",$1616.00,$7140.00,$2.50,$170.00,$2.50,$170.00,$0.00,$0.00,$7140.00,
$36.00,$2033.00,20-6-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$30.00,"YEPME",$4.00,"ADVERTISING IN WAVE CINEMA","YEPME","WAVE CINEMA MORADABAD","25-6-2017 TO 22-7-2017","15 SEC.","15 SEC. X 4 WEEK X 3SCREEN","INTERVAL",$0.00,"",$600.00,"FOR 10 SEC.",$10800.00,$8640.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1555.20,$10195.20,
$37.00,$2098.00,22-7-2017 0:00:00,$2.00,"AMAR UJALA",$32.00,"R D METALS",$3.00,"DISPLAY CLASSIFIED","REQUIRED","MORADABAD","23-7-2017","4X3","12 SQCM.","REQUIRED",$0.00,"",$217.00,"PER SQ CM.",$2604.00,$2213.40,"",$2734.20,$2430.00,$2324.00,"1604",$1604.00,$2324.07,$2.50,$55.34,$2.50,$55.34,$0.00,$0.00,$2324.07,
$38.00,$2099.00,22-7-2017 0:00:00,$8.00,"AMAR UJALA, BAREILLY",$3.00,"GURPREET GRAMUDHYOG SAMITI",$11.00,"AMAR UJALA 15 LAKH","JIWAN SOAP","AMAR UJALA BAREILLY EDITION","26-7-2017","H=10CM. W-12CM.","120 SQCM.","FRONT PAGE ONLY",$0.00,"",$303.00,"PER SQCM.",$36360.00,$30906.00,"RS. 15 LAKHS NET DEAL FOR 12 MONTHS IN AMAR UJALA ALL EDITION OR ANY EDITION AND ANY PAGE. AGREED OLD RATE 2016 - 2017 WITH 75% DISCOUNT.",$38178.00,$2424.00,$32451.00,,$0.00,$32451.30,$2.50,$772.65,$2.50,$772.65,$0.00,$0.00,$32451.30,
$108.00,$2162.00,16-8-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$34.00,"H.S. JEWELS BADAUN PVT. LTD. MBD BRANCH",$4.00,"ADVERTISING IN WAVE CINEMA","HARSHAIMAL SHYAMLAL JEWELLERS","WAVE CINEMA MORADABAD","19-8-2017 TO 15-9-2017 (4 WEEK)","25 WORDS","25 WORDS X 3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$600.00,"FOR 10 SEC.",$18000.00,$14700.00,"USE RUNNING ADVT FOR ADVRTISING.",$20178.00,$2521.00,$17346.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$2646.00,$17346.00,
$109.00,$2163.00,16-8-2017 0:00:00,$3.00,"DAINIK JAGRAN",$35.00,"ROHIT RASTOGI",$2.00,"RUNNING CLASSIFIED","MATRIMONIAL- REQUIRED GIRL","DAINIK JAGRAM UP + UK","20-8-2017","25 WORDS","25 WORDS","VAISHYA",$0.00,"",$3300.00,"FOR 25 WORDS",$3300.00,$2805.00,"",$3291.75,$2514.00,$2946.00,"1625",$3290.00,$0.00,$2.50,$70.13,$2.50,$70.13,$0.00,$0.00,$2945.25,
$110.00,$2164.00,12-8-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$57.00,$2115.00,28-7-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$58.00,$2116.00,28-7-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$59.00,$2117.00,28-7-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$40.00,"PLANET HONDA",$4.00,"ADVERTISING IN WAVE CINEMA","HONDA WR-V","WAVE CINEMA MORADABAD","30-7-2017 TO 26-8-2017 (4 WEEK)","25 SEC.","25 SEC. X 3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$700.00,"FOR 10 SEC.",$21000.00,$15750.00,"ADVT LINK IN MAIL",$23541.00,$2427.00,$18585.00,"1653",$21186.00,$18585.00,$0.00,$0.00,$0.00,$0.00,$18.00,$2835.00,$18585.00,
$60.00,$2118.00,28-7-2017 0:00:00,$2.00,"AMAR UJALA",$41.00,"SELF IMAGE",$13.00,"RETAIL DEAL - SELF IMAGE","SELF IMAGE","MORADABAD CITY","29-7-2017","H-8CM. WIDTH-10 CM.","80 SQCM.","PAGE NO. 2 ONLY",$0.00,"",$3623.63,"FOR 1 ADVT",$3623.63,$3080.00,"DEAL AMOUNT- 1,04,361 FOR 36 ADVT IN MORADABAD CITY. 25% EXTRA FOR PAGE NO-2
TOTAL AMOUNT - 1,30,451",$3614.57,$2449.00,$3234.00,"1632",$1632.00,$3234.10,$2.50,$77.00,$2.50,$77.00,$0.00,$0.00,$3234.00,
$61.00,$2119.00,29-7-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$5.00,"DEVYOG ELECTRONIC",$4.00,"ADVERTISING IN WAVE CINEMA","DEVYOG ELECTRONIC","WAVE CINEMA MORADABAD","2-8-2017 TO 29-8-2017 (4 WEEK)","10 SEC.","10 SEC X 3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$600.00,"FOR 10 SEC.",$7200.00,$5880.00,"RATE FOR 10 SEC. - 600/-
AGREE NET RATE FOR 10 SEC. - 490/-",$8240.23,$2467.00,$6938.00,"1636",$8240.00,$6938.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1058.40,$6938.40,
$62.00,$2120.00,29-7-2017 0:00:00,$8.00,"AMAR UJALA, BAREILLY",$3.00,"GURPREET GRAMUDHYOG SAMITI",$11.00,"AMAR UJALA 15 LAKH","JIWAN SOAP","BAREILLY EDITION","31-7-2017","8X8","64 SQCM.","BACK PAGE ONLY",$0.00,"",$272.75,"PER SQCM.",$17456.00,$14837.60,"RS. 15 LAKHS NET DEAL FOR 12 MONTHS IN AMAR UJALA ALL EDITION OR ANY EDITION AND ANY PAGE. AGREED OLD RATE 2016 - 2017 WITH 75% DISCOUNT.",$18328.80,$2428.00,$15580.00,,$0.00,$15579.48,$2.50,$370.94,$2.50,$370.94,$0.00,$0.00,$15579.48,
$63.00,$2121.00,1-8-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$6.00,"B L AGRO INDUSTRIES LTD.",$4.00,"ADVERTISING IN WAVE CINEMA","BAIL KOLHU OIL","WAVE CINEMA MORDABAD","4-8-2017 TO 31-8-2017","20 SEC.","20 SEC. X 3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$700.00,"",$16800.00,$12600.00,"SAPORT RO - 2068",$18832.80,$2498.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$2268.00,$14868.00,
$64.00,$2122.00,1-8-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$6.00,"B L AGRO INDUSTRIES LTD.",$4.00,"ADVERTISING IN WAVE CINEMA","BAIL KOLHU OIL","WAVE CINEMA RUDRAPUAR","4-8-2017 TO 31-8-2017","20 SEC.","20 SEC. X 4 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$800.00,"PER SQCM.",$25600.00,$19200.00,"SAPORT RO- 2069",$28697.60,$2499.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$3456.00,$22656.00,
$65.00,$2123.00,1-8-2017 0:00:00,$2.00,"AMAR UJALA",$43.00,"DR. NITIN AGARWAL",$2.00,"RUNNING CLASSIFIED","REQUIRED","MOARDABAD","3-8-17, 4-8-17, 6-8-17","25 WORDS","25 WORDS","GOOD",$0.00,"",$894.00,"FOR 25 WORDS",$1788.00,$1519.80,"",$1780.28,$2468.00,$1596.00,"1619",$1619.00,$0.00,$2.50,$38.00,$2.50,$38.00,$0.00,$0.00,$1595.79,
$66.00,$2124.00,2-8-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$24.00,"ADVANCE SPEECH THERAPY",$5.00,"ADVERTISING IN PVR CINEMA","DR. SHIVAM KATARIA","WAVE CINEMA MORADABAD.","4-8-2017 TO 10-8-2017 (1 WEEK)","15 SEC.","15 SEC. X 3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$700.00,"FOR 10 SEC.",$3150.00,$2362.50,"USE PREVIOUS ADVT FOR ADVRTISING.",$3531.15,$2466.00,$2788.00,"",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$425.25,$2787.75,
$67.00,$2125.00,2-8-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$798.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$68.00,$2126.00,3-8-2017 0:00:00,$4.00,"HINDUSTAN",$44.00,"EDUCATIONAL KIDS INDUSTRIES",$2.00,"RUNNING CLASSIFIED","FOR SALE","MORADABAD","4-8-2017","25 WORDS","25 WORDS","FOR SALE",$0.00,"",$500.00,"FOR 25 WORDS",$500.00,$425.00,"",$525.00,$2513.00,$447.00,"1649",$475.00,$446.00,$2.50,$10.63,$2.50,$10.63,$0.00,$0.00,$446.25,
$69.00,$2127.00,3-8-2017 0:00:00,$2.00,"AMAR UJALA",$45.00,"IQBAL HUSAIN",$8.00,"MATRIMONIAL","REQUIRED GIRL","AMAR UJALA UP","6-8-2017","25 WORDS","25 WORDS","MUSLIM COLOUM",$0.00,"",$1961.00,"FOR 25 WORDS",$1961.00,$1666.85,"",$2050.02,$2469.00,$1750.00,"1620",$1620.00,$0.00,$2.50,$41.67,$2.50,$41.67,$0.00,$0.00,$1750.19,
$70.00,$2128.00,3-8-2017 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$1.00,"RETAIL GURU 2","JIWAN / RAJHANS SOAP","MORADABAD, BIJNOR, HALDWANI , BAREILLY","4-8-2017","H-7CM W-9CM.","63 SQCM. X 4 = 252 SQCM.","GOOD",$0.00,"",$38.00,"",$9576.00,$8857.80,"",$9552.06,$2470.00,$9301.00,"1637",$200000.00,$0.00,$2.50,$221.45,$2.50,$221.45,$0.00,$0.00,$9300.69,
$71.00,$2057.00,28-6-2017 0:00:00,$10.00,"PANORAMA TELEVISION PVT. LTD.",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$6.00,"ADVERTISING IN NEWS CHANNEL","SCROLL","ETV UP UK","1-7-17 TO 15-7-2017","SCROLL","15 SCROLL PER DAY","1 PM TO 5 PM",$0.00,"",$75.00,"PER SCROLL",$16875.00,$14343.75,"USE RUNNING SCROLL MATTER FOR ADVERTISING.",$0.00,$0.00,$0.00,"1665",$82231.00,$0.00,$9.00,$1290.94,$9.00,$1290.94,$0.00,$0.00,$16925.63,
$72.00,$2059.00,28-6-2017 0:00:00,$10.00,"PANORAMA TELEVISION PVT. LTD.",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$6.00,"ADVERTISING IN NEWS CHANNEL","SCROLL","ETV UP UK","1-7-2017 TO 31-7-2017 (31 DAYS)","SCROLL","15 PER","1 PMTO 5 PM",$0.00,"",$75.00,"PER SCROLL",$18000.00,$15300.00,"ONE BILL OF RO 2057 AND 2059.",$38066.06,$2247.00,$0.00,"1671",$87713.00,$0.00,$9.00,$1377.00,$9.00,$1377.00,$0.00,$0.00,$18054.00,""
$73.00,$2060.00,29-6-2017 0:00:00,$10.00,"PANORAMA TELEVISION PVT. LTD.",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$6.00,"ADVERTISING IN NEWS CHANNEL","GWALA PASHU AAHAR","ETV UP UK","1-7-17 TO 15-7-2017","10 SEC.","150 SPOT FOR 10 SEC.  (1500 SEC.)","12 PM TO 6 PM 10 ADVT",$0.00,"",$400.00,"FOR 10 SEC.",$60000.00,$51000.00,"2 PROGRAME SPONCERSHIP",$0.00,$0.00,$0.00,,$0.00,$0.00,$9.00,$4590.00,$9.00,$4590.00,$0.00,$0.00,$60180.00,
$74.00,$2061.00,29-6-2017 0:00:00,$10.00,"PANORAMA TELEVISION PVT. LTD.",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$6.00,"ADVERTISING IN NEWS CHANNEL","GWALA PASHU AAHAR","ETV UP UK","1-7-2017 TO 31-7-2017 (31 DAYS)","10 SEC.","160 SPOT FOR 10 SEC. (1600 SEC.)","12 PM TO 6 PM",$0.00,"",$400.00,"PER 10 SEC.",$64000.00,$54400.00,"2 PROGRAMME SPONSORSHIP REQUIRED.
ONE BILL OF RO NO. 2060 AND 2061",$134909.40,$2248.00,$0.00,,$0.00,$0.00,$9.00,$4896.00,$9.00,$4896.00,$0.00,$0.00,$64192.00,""
$75.00,$2129.00,4-8-2017 0:00:00,$1.00,"PVR LIMITED",$34.00,"H.S. JEWELS BADAUN PVT. LTD. MBD BRANCH",$5.00,"ADVERTISING IN PVR CINEMA","HARSHAIMAL SHYAMAL JEWELLERS","PVR CINEMA MORADABAD","5-8-2017 TO 1-9-2017","25 SEC.","25 SEC. X 3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$1200.00,"FOR 10 SEC.",$36000.00,$21600.00,"USE PREVIOUS ADVT FOR ADVERTISEMENT",$31323.05,$2465.00,$25488.00,"1660",$51065.06,$25488.00,$9.00,$1944.00,$9.00,$1944.00,$0.00,$0.00,$25488.00,
$76.00,$2130.00,4-8-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$77.00,$2131.00,4-8-2017 0:00:00,$2.00,"AMAR UJALA",$48.00,"ANSUMAN",$3.00,"DISPLAY CLASSIFIED","REQUIRED","MORADABAD","6-8-2017","4X3","12 SQCM.","COMPUTOR OPERATOR",$0.00,"",$217.00,"PER SQCM.",$2604.00,$2213.40,"",$2600.85,$2471.00,$2324.00,"1621",$1621.00,$0.00,$2.50,$55.34,$2.50,$55.34,$0.00,$0.00,$2324.07,
$78.00,$2132.00,5-8-2017 0:00:00,$2.00,"AMAR UJALA",$49.00,"TASLIMA INTER COLLEGE",$2.00,"RUNNING CLASSIFIED","REQUIRED TEACHER","MORADABAD","6-8-2017,  8-8-2017,  10-8-2017","25 WORDS","25 WORDS","REQUIRED TEACHERS",$0.00,"",$894.00,"FOR 25 WORDS",$1788.00,$1519.80,"",$1800.75,$2472.00,$1596.00,"1626",$1626.00,$0.00,$2.50,$38.00,$2.50,$38.00,$0.00,$0.00,$1595.79,
$79.00,$2133.00,5-8-2017 0:00:00,$2.00,"AMAR UJALA",$50.00,"MEENA AGARWAL",$2.00,"RUNNING CLASSIFIED","FOR SALE","MORADABAD","6-8-2017,  8-8-2017,  13-8-2017  (2+1)","25 WORDS","25 WORDS","FOR SALE---- REHAISHI",$0.00,"",$894.00,"FOR 25 WORDS",$1788.00,$1519.80,"",$1800.22,$2487.00,$1596.00,"1627",$1627.00,$0.00,$2.50,$38.00,$2.50,$38.00,$0.00,$0.00,$1595.79,
$80.00,$2134.00,5-8-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$81.00,$2135.00,5-8-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$82.00,$2136.00,5-8-2017 0:00:00,$2.00,"AMAR UJALA",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$11.00,"AMAR UJALA 15 LAKH","JIWAN SOAP","AMAR UJALA MEERUT","6-8-2017","H=10CM. W-12 CM.","120 SQCM.","FRONT PAGE",$0.00,"",$374.75,"PER SQCM.",$44970.00,$38224.50,"RS. 15 LAKHS NET DEAL FOR 12 MONTHS IN AMAR UJALA ALL EDITION OR ANY EDITION AND ANY PAGE. AGREED OLD RATE 2016 - 2017 WITH 75% DISCOUNT.",$42496.65,$2473.00,$40136.00,"",$0.00,$0.00,$2.50,$955.61,$2.50,$955.61,$0.00,$0.00,$40135.72,
$83.00,$2137.00,5-8-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$12.00,"B.C.L. EDUCATIONAL SOCIETY",$4.00,"ADVERTISING IN WAVE CINEMA","B C L","WAVE CINEMA MORADABAD","8-8-2017 TO 14-8-2017 (1 WEEK)","10 SEC.","10 SEC. X 3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$700.00,"FOR 10 SEC.",$2100.00,$1575.00,"USE RUNNING ADVT FOR ADVERTISING.",$2354.10,$2474.00,$1859.00,"1658",$9770.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$283.50,$1858.50,
$84.00,$2138.00,8-8-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$85.00,$2139.00,8-8-2017 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$1.00,"RETAIL GURU 2","JIWAN SOAP / RAJHANS SOAP","MORADABAD, BAREILLY, BIJNOR, HALDWANI","10-8-2017","H=7CM. W=9CM.","63 SQCM. X 4 = 252 SQCM.","GOOD",$0.00,"",$38.00,"PER SQCM.",$9576.00,$8857.80,"",$9552.06,$2475.00,$9301.00,,$0.00,$0.00,$2.50,$221.45,$2.50,$221.45,$0.00,$0.00,$9300.69,
$86.00,$2140.00,8-8-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$52.00,"CHINTU ELECTRONICS",$4.00,"ADVERTISING IN WAVE CINEMA","CHINTU ELECTRONICS","WAVE CINEMA MORADABAD","10-8-2017 TO 6-9-2017 (4 WEEK)","10 SEC.","10 SEC. X 3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$700.00,"PER 10 SEC.",$8400.00,$6300.00,"ADVT MATTER IN ATTACHMENT.",$9416.40,$2727.00,$7434.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1134.00,$7434.00,
$87.00,$2141.00,8-8-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$30.00,"YEPME",$4.00,"ADVERTISING IN WAVE CINEMA","YEPME","WAVE CINEMA MORADABAD","1-7-2017 TO 22-7-2017","15 SEC.","15 SEC. X 3 SCREEN X 22 DAYS","INTERVAL",$0.00,"",$600.00,"FOR 10 SEC,",$8484.96,$6787.96,"SAPORT RO 2033",$9699.55,$2461.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1221.83,$8009.79,
$88.00,$2142.00,8-8-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$27.00,"AARNA LIGHTING & APPLIANCES",$4.00,"ADVERTISING IN WAVE CINEMA","AARNA LIGHTING","WAVE CINEMA MORADABAD","1-7-2017 TO 19-7-2017","10 SEC.","10 SEC. X 3 SCREEN X 19 DAYS","INTERVAL",$0.00,"",$600.00,"FOR 10 SEC.",$4885.47,$3908.37,"SAPORT RO -----2031",$5188.37,$2462.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$703.51,$4611.88,
$89.00,$2143.00,8-8-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$53.00,"KALPATARU SCHOOL",$4.00,"ADVERTISING IN WAVE CINEMA","KALPATARU SCHOOL","WAVE CINEMA MORADABAD","1-7-2017 TO 6-7-2017","20 SEC.","20 SEC X 3 SCREEN X 6 DAYS","INTERVAL",$0.00,"",$600.00,"FOR 10 SECOND",$3085.56,$2468.44,"SAPORT RO ---2018",$2818.50,$2463.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$444.32,$2912.76,
$90.00,$2144.00,8-8-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$54.00,"MODERN ACADEMY",$4.00,"ADVERTISING IN WAVE CINEMA","MODERN ACADEMY","WAVE CINEMA MORADBAD","1-7-2017 TO 13-7-2017","15 SEC.","15 SEC. X 3 SCREEN X 13 DAYS","INTERVAL",$0.00,"",$600.00,"FOR 10 SECOND",$5014.03,$4011.22,"SAPORT RO",$4733.24,$2464.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$722.02,$4733.24,
$91.00,$2145.00,8-8-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$56.00,"BAMBOZZ RESTAURANT",$4.00,"ADVERTISING IN WAVE CINEMA","BAMBOZZ RESTAURANT","WAVE CINEMA MORDABAD","1-7-2017 TO 10-7-2017","15 SEC.","15  SEC. X  3 SCREEN X 10 DAYS","INTERVAL",$0.00,"",$600.00,"",$3856.95,$3085.56,"",$4226.70,$2485.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$555.40,$3640.96,
$92.00,$2146.00,8-8-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$57.00,"AMBA HEALTH CLINIC",$4.00,"ADVERTISING IN WAVE CINEMA","AMBA HEALTH CLINIC","WAVE CINEMA MORDABAD","1-7-2017 TO 6-7-2017","15 SEC.","15 SEC.  X 3 SCREEN  X 6 DAYS","INTERVAL",$0.00,"",$600.00,"",$2314.17,$1851.33,"SAPORT RO - 2000",$2557.26,$2486.00,$0.00,"1646",$2500.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$333.24,$2184.57,
$93.00,$2147.00,4-8-2017 0:00:00,$0.00,"",$0.00,"",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
$94.00,$2148.00,10-8-2017 0:00:00,$8.00,"AMAR UJALA, BAREILLY",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$11.00,"AMAR UJALA 15 LAKH","JIWAN SOAP","BAREILLY","21-8-2017","H-10CM. W-12CM.","120 SQCM.","FRONT PAGE",$0.00,"",$303.00,"PER SQ CM.",$36360.00,$30906.00,"RS. 15 LAKHS NET DEAL FOR 12 MONTHS IN AMAR UJALA ALL EDITION OR ANY EDITION AND ANY PAGE. AGREED OLD RATE 2016 - 2017 WITH 75% DISCOUNT.",$34360.20,$2491.00,$32451.00,,$0.00,$0.00,$2.50,$772.65,$2.50,$772.65,$0.00,$0.00,$32451.30,
$95.00,$2149.00,11-8-2017 0:00:00,$4.00,"HINDUSTAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$10.00,"ADVERTISING IN NEWS PAPER","JIWAN/RAJHAN/AMRIT SOAP","HIDUSTAN ALL EDITION","12-8-2017","8X8","64 SQCM.","BACK PAGE / PAGE NO. 3 OPTIONAL",$0.00,"",$950.00,"PER SQCM.",$60800.00,$51680.00,"ADVT PUBLISH ON BACK PAGE.",$57456.00,$2476.00,$54264.00,,$0.00,$0.00,$2.50,$1292.00,$2.50,$1292.00,$0.00,$0.00,$54264.00,
$96.00,$2150.00,11-8-2017 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$24.00,"ADVANCE SPEECH THERAPY",$4.00,"ADVERTISING IN WAVE CINEMA","DR. SHIVAM KATARIA","WAVE CINEMA MORADABAD","12-8-2017 TO 18-8-2017 (1 WEEK )","15 SEC.","15 SEC. X 3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$700.00,"FOR 10 SEC.",$3150.00,$2362.50,"USE ADVT PREVIOUS ADVT",$3531.15,$2477.00,$2788.00,"1633",$7000.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$425.25,$2787.75,
